"Country","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Qatar","98","89","98","98","97","98","99","89","97","92","93","97","99","97","94","96","97","96","92","96","93","80"
"Republic of Korea","98","98","98","98","97","98","98","99","99","99","99","94","94","94","91","98","96","88","97","97","97","97"
"Republic of Moldova","87","86","91","93","88","89","87","90","90","92","93","90","85","90","92","97","98","98","98","97","97","95"
"North Macedonia","81","84","92","92","91","95","91","95","98","95","96","95","96","95","95","93","97","94","96","96","91","95"
"Romania","86","87","88","86","82","89","89","94","92","91","89","94","95","96","96","97","97","97","97","98","99","99"
"Russian Federation","97","97","97","97","97","97","97","97","97","97","97","97","98","98","98","98","98","97","96","97","96","96"
"Rwanda","88","91","98","97","98","98","98","98","98","98","97","97","97","97","97","99","95","89","96","88","77","90"
"Saint Kitts and Nevis","96","99","97","98","98","98","94","98","97","98","98","96","98","99","99","99","99","96","99","97","99","99"
"Saint Lucia","80","86","92","95","80","95","99","99","99","98","99","97","95","96","99","85","95","91","90","74","99","70"
"Saint Vincent and the Grenadines","97","97","97","97","99","99","99","98","97","96","96","99","99","99","99","99","99","99","99","99","99","98"
"Samoa","85","89","68","44","67","74","80","78","84","82","82","78","64","39","65","50","59","63","90","92","90","98"
"San Marino","90","89","88","90","88","86","85","84","86","89","92","90","90","91","91","92","96","95","96","96","97","98"
"Sao Tome and Principe","97","96","95","95","95","96","96","95","97","96","96","98","98","99","97","97","97","96","94","92","92","82"
"Saudi Arabia","97","95","96","96","98","98","98","98","98","98","98","98","98","98","96","96","96","96","95","95","97","95"
"Senegal","85","91","95","92","93","93","89","89","92","91","92","89","86","88","94","89","84","87","73","60","52","52"
"Serbia","92","92","97","96","95","92","95","93","95","91","94","91","95","95","94","92","98","88","89","95","93","95"
"Seychelles","94","97","99","99","97","96","97","99","98","98","99","99","99","99","99","99","99","99","99","99","96","98"
"Sierra Leone","92","91","95","93","90","84","86","83","92","91","89","86","84","77","64","64","65","65","73","53","38","44"
"Singapore","96","96","96","96","96","97","96","96","97","97","96","96","97","97","97","95","96","95","96","94","96","98"
"Slovakia","97","97","97","96","96","96","96","97","98","99","99","99","99","99","99","99","99","99","99","99","99","99"
"Slovenia","86","95","95","93","94","94","95","95","95","96","96","96","96","97","97","97","95","94","95","93","92","91"
"Solomon Islands","87","94","94","85","83","94","87","77","83","92","91","83","86","85","88","99","89","90","84","78","84","86"
"Somalia","42","42","42","42","42","42","42","42","42","42","41","45","42","31","40","26","35","30","40","40","33","33"
"South Africa","86","84","85","82","84","85","85","85","81","71","75","77","81","82","85","84","81","74","69","70","71","73"
"South Sudan","49","49","49","49","47","45","46","50","53","63","61","","","","","","","","","","",""
"Spain","92","94","95","96","95","97","97","97","96","96","97","97","96","97","96","98","96","97","98","98","96","95"
"Sri Lanka","96","96","99","99","99","99","99","99","99","99","99","99","97","98","98","98","99","97","99","98","98","99"
"Sudan","84","90","93","93","95","93","93","94","93","92","93","90","81","86","84","78","78","74","69","60","66","62"
"Suriname","72","51","77","81","67","77","73","71","76","76","80","94","87","85","84","84","83","85","75","73","68","71"
"Sweden","98","97","98","97","97","98","98","97","98","98","98","98","98","98","98","98","98","99","99","99","99","99"
"Switzerland","96","96","96","96","96","96","96","96","96","96","96","95","95","95","94","94","94","93","93","93","93","93"
"Syrian Arab Republic","48","49","54","47","48","42","41","43","41","45","72","80","80","79","80","80","80","81","83","84","82","84"
"Tajikistan","97","97","97","96","96","96","96","97","96","94","96","93","93","86","86","83","84","86","85","85","85","83"
"Thailand","97","97","97","97","99","99","99","99","99","99","99","99","99","99","98","98","98","98","98","96","96","97"
"Timor-Leste","86","86","90","83","83","79","76","77","82","83","67","72","72","79","70","63","55","57","55","54","",""
"Togo","83","82","84","81","83","82","82","84","84","84","85","83","78","81","82","84","82","71","72","59","50","64"
"Tonga","99","99","99","99","99","96","96","98","99","95","99","99","99","99","99","99","99","99","98","90","94","95"
"Trinidad and Tobago","94","96","93","99","89","97","96","92","92","92","90","90","90","90","88","92","95","94","91","96","91","90"
"Tunisia","97","97","98","97","98","98","98","98","98","97","98","98","99","99","98","99","98","97","95","96","98","97"
"Türkiye","95","98","99","98","96","98","97","96","98","97","97","97","96","96","96","90","90","85","68","78","88","85"
"Turkmenistan","97","98","99","99","99","98","99","98","98","97","97","96","96","96","98","98","99","97","83","98","95","97"
"Tuvalu","94","95","92","89","96","94","96","89","90","97","96","89","88","99","97","97","93","98","93","98","96","82"
"Uganda","91","89","93","93","94","93","89","85","84","83","82","80","79","71","73","64","64","62","59","57","55","52"
"Ukraine","78","81","80","69","50","19","23","23","76","76","50","52","71","90","98","98","96","99","97","99","99","99"
"United Arab Emirates","96","90","99","99","97","99","99","99","98","96","95","94","93","92","92","92","94","94","94","94","94","94"
"United Kingdom of Great Britain and Northern Ireland","93","93","93","94","94","94","95","95","95","95","95","94","93","92","92","92","91","92","91","91","91","91"
"United Republic of Tanzania","81","86","89","89","90","92","96","97","91","92","90","91","85","86","83","90","90","95","95","89","87","79"
"United States of America","93","93","94","94","94","95","95","95","94","94","96","95","95","96","96","96","96","96","96","94","94","94"
"Uruguay","89","92","94","91","93","95","95","95","94","95","95","95","95","94","94","95","96","94","91","95","94","90"
"Uzbekistan","98","95","96","98","99","99","99","99","99","99","99","99","98","98","96","96","99","99","98","99","99","99"
"Vanuatu","62","78","90","85","85","81","80","86","84","82","79","77","75","73","70","68","68","69","69","70","70","71"
"Venezuela (Bolivarian Republic of)","56","54","64","60","66","84","87","78","82","81","78","78","84","50","62","71","87","86","68","65","70","77"
"Viet Nam","83","94","89","75","94","96","97","95","59","97","95","93","96","93","92","94","95","96","99","75","96","96"
"Yemen","72","72","73","65","68","71","69","73","73","67","69","76","76","78","79","78","79","72","61","65","73","74"
"Zambia","91","84","88","90","94","95","90","86","79","78","81","83","94","87","80","81","82","83","83","84","85","85"
"Zimbabwe","86","86","90","89","89","90","87","91","95","95","93","89","73","75","73","70","68","65","68","71","75","78"
